id;title;original_language;release_date;popularity;vote_average;runtime;genre_names;;;
23567;Shadow in the Cloud;en;31/12/2020;55.991;5.7;83;Action, Horror, War;;;
23568;Eden Burning;en;21/02/2020;0.6;0;76;Horror;;;
23569;Cry Cry Scream Scream;de;10/08/2019;0.6;0;7;Horror, Thriller;;;
23570;Mania;de;11/11/2017;0.6;0;28;Horror, Thriller;;;
23571;Zombi Ritual;de;29/02/2020;0.6;0;51;Horror;;;
23572;Family Curse;vi;18/08/2017;0.6;0;100;Horror;;;
23573;The Debacle;en;20/05/2019;0.6;0;5;Comedy, Drama, Horror;;;
23574;The Frankenstein Monster Project;en;10/12/2019;0.6;0;87;Comedy, Horror;;;
23575;The Unfamiliar;en;21/08/2020;31.223;5.9;89;Horror, Thriller;;;
23576;Murder Death Koreatown;en;29/02/2020;2.292;6.9;80;Crime, Horror, Mystery;;;
23577;The Quiet;en;13/04/2013;0.684;7;20;Horror;;;
23578;Amityville Island;en;21/02/2020;2.98;3.3;70;Horror;;;
23579;You Die;it;16/10/2018;6.941;5.9;94;Drama, Horror, Thriller;;;
23580;Honeydew;en;12/03/2021;3.441;4.9;106;Horror;;;
23581;The Soul;id;24/12/2003;0.6;0;97;Horror;;;
23582;Zombie (UK);en;16/07/2019;0.605;0;85;Horror;;;
23583;Alone;es;04/11/2021;2.309;6.7;94;Drama, Horror, Thriller;;;
23584;Apetite for Sin;en;31/10/2022;2.184;0;0;Horror;;;
23585;Driver;ko;03/03/2018;0.6;7;13;Horror;;;
23586;Movie Madness;en;01/04/2016;0.6;0;90;Horror, Thriller;;;
23587;Imagine A World;en;20/10/2019;0.6;5.6;15;Horror;;;
23588;Night Crawl;en;24/10/2019;0.816;7;8;Horror;;;
23589;A Walk in the City;el;08/11/2018;0.6;0;6;Adventure, Comedy, Family, Horror;;;
23590;Smile Guide 1 - How To Effectively Apple;pl;23/12/2013;0.875;10;6;Horror;;;
23591;Smile Guide 2 - How To Make From  Paper;en;23/02/2014;0.875;8;6;Horror;;;
23592;Smile Guide 5 - How To Properly Phone;pl;10/08/2015;0.6;10;6;Horror;;;
23593;Smile Guide 6 - How Your Child;pl;01/04/2017;0.6;10;7;Horror;;;
23594;The Highest Highs;en;07/05/2020;0.6;0;0;Crime, Drama, Horror;;;
23595;The Visit;zh;01/06/2018;0.6;6.5;13;Horror;;;
23596;Skullz;en;24/02/2020;1.609;2;86;Adventure, Fantasy, Horror;;;
23597;Headlines;zh;09/11/2017;0.6;0;82;Horror;;;
23598;Rave;sv;27/02/2020;0.6;0;76;Horror;;;
23599;Era dos Mortos;pt;12/06/2007;0.6;0;40;Horror;;;
23600;Prey for the Devil;en;26/10/2022;86.758;0;93;Horror, Thriller;;;
23601;The Great American Novel;en;24/02/2020;0.609;0;0;Horror;;;
23602;My Parents, The Zombies!;en;;;;;;;;
23603;Kill or be Killed;en;27/09/2017;0.6;0;81;Horror;;;
23604;Fuel;en;01/04/2004;0.6;8;17;Horror, Thriller;;;
23605;Danse Macabre;en;24/02/2020;0.6;0;6;Horror;;;
23606;Horrorscope;en;29/09/2019;0.6;4.5;5;Comedy, Horror;;;
23607;Fuck You Immortality;en;26/04/2019;1.9;3.4;80;Comedy, Fantasy, Horror;;;
23608;Human Animals;es;12/12/2020;7.48;6.9;88;Horror;;;
23609;El amarre;es;21/10/2021;52.743;7;77;Horror;;;
23610;The Day of the Lord;es;30/10/2020;2.545;5.8;93;Drama, Horror, Thriller;;;
23611;Come Play With Me;es;25/02/2021;96.667;7;80;Horror;;;
23612;The Furies;es;07/05/2020;0.876;6.2;72;Horror, Thriller, Western;;;
23613;Habitual;en;18/10/2019;0.6;5;95;Horror;;;
23614;Seeing Double;en;05/02/2020;0.6;0;0;Drama, Horror;;;
23615;Sleepless Beauty;ru;29/06/2020;1.724;5;83;Horror;;;
23616;Bangkok Dark Tales;th;16/05/2019;0.6;7;90;Horror;;;
23617;In Your Area;en;12/10/2019;0.6;0;10;Horror;;;
23618;Hunt and Prey;de;19/10/2014;0.6;4;13;Horror, Mystery;;;
23619;Stage Four;en;21/12/2019;0.637;9;6;Horror;;;
23620;Apollyon;en;14/09/2019;0.6;5;8;Horror;;;
23621;Avatara Purusha: Part 1;kn;06/05/2022;2.696;8;131;Fantasy, Horror, Thriller;;;
23622;Gyo The Death-Stench Creeps;ja;12/11/2001;0.6;8;70;Drama, Horror, Mystery, Science Fiction;;;
23623;One;ml;26/07/2013;0.6;0;97;Horror;;;
23624;Limerence;en;10/05/2020;0.6;6;34;Horror;;;
23625;Sweet dreams;es;28/08/2003;0.6;8;0;Animation, Family, Fantasy, Horror;;;
23626;Hush;en;16/10/2016;0.6;0;2;Horror;;;
23627;Enigma;ru;01/11/2019;0.6;0;0;Horror, Mystery, Thriller;;;
23628;Don't Mess with the Sharkies;de;15/09/2015;0.6;7;24;Drama, Fantasy, Horror, Mystery, Science Fiction;;;
23629;Zombie Unit X;en;10/12/2006;0.6;0;2;Comedy, Horror;;;
23630;Fear Filter;en;14/03/2019;1.782;6.5;4;Horror;;;
23631;Match Point Mortal;en;02/07/2007;0.6;0;4;Horror;;;
23632;The Bridge Curse;zh;27/02/2020;25.721;6.5;87;Horror, Mystery, Thriller;;;
23633;A Taste of Blood;es;08/10/2020;0.6;6.3;90;Horror;;;
23634;Aniela;en;20/11/2020;0.6;5;70;Horror;;;
23635;Ghosts Who Love Too Much;es;01/01/1987;0.65;5;80;Horror;;;
23636;Acid Babylon;en;20/02/2020;0.6;0;0;Horror;;;
23637;Tokyo Necronomicon;en;31/03/2019;0.6;0;52;Horror;;;
23638;Cookie;hi;28/02/2020;0.6;0;104;Drama, Horror;;;
23639;Struwwelerror;de;25/02/2020;0.6;0;45;Comedy, Drama, Horror;;;
23640;MANT!;en;07/07/1993;1.4;6.7;16;Comedy, Horror;;;
23641;Anxiety #5;en;22/09/2015;0.6;0;6;Drama, Horror, Thriller;;;
23642;Waiting Room;en;27/03/2008;0.6;0;9;Horror;;;
23643;Unearth;en;25/08/2020;3.645;4.4;94;Horror;;;
23644;Black Friday;en;29/02/2020;1.911;7.2;137;Comedy, Horror, Music;;;
23645;Jodoh Syaitan;ms;05/03/2020;0.6;0;81;Comedy, Horror;;;
23646;Valley of the Witch;en;13/01/2015;1.677;3.2;0;Horror;;;
23647;All You Can Eat;en;04/06/2020;0.6;0;8;Animation, Horror;;;
23648;In the Shadows;en;15/02/2018;0.6;0;6;Horror;;;
23649;Breakfast;en;28/08/2020;0.6;0;11;Horror;;;
23650;Endless Nightmare;es;01/01/1989;0.65;5;90;Horror;;;
23651;El almohadon;en;01/01/1990;0.6;5;52;Fantasy, Horror;;;
23652;Le Lac Noir;fr;01/07/2011;0.6;0;19;Fantasy, Horror;;;
23653;The Things With The Glowing Green Eyes;en;27/10/2019;0.6;0;19;Comedy, Horror;;;
23654;The Machine;en;01/03/2020;0.6;0;4;Drama, Horror;;;
23655;DD[0]Ser;en;01/03/2020;0.6;6.1;13;Horror;;;
23656;Crab Boy;en;15/07/1996;0.6;0;11;Horror;;;
23657;Dreams of Darkness;en;15/05/2020;0.917;0;81;Horror, Thriller;;;
23658;Psycho-Therapy;en;04/12/2019;0.958;0;72;Horror;;;
23659;The Inevitable;es;28/10/2021;1.4;7.5;97;Horror, Thriller;;;
23660;Beware the Children;en;25/02/2020;0.6;0;78;Horror;;;
23661;EMOJIHEAD;en;06/12/2019;0.6;4;7;Horror;;;
23662;I Need You Dead!;en;13/03/2020;0.61;0;107;Comedy, Horror;;;
23663;Ninja Masters 4: The Possession;en;01/01/2015;0.6;0;3;Horror;;;
23664;Terror Take Away;it;18/06/2018;0.6;5.5;82;Horror;;;
23665;The House of Pop 5;th;01/01/1991;0.6;0;81;Comedy, Horror;;;
23666;The House of Pop 6;th;01/01/1991;0.6;0;94;Comedy, Horror;;;
23667;Bad Witch;en;08/03/2020;1.575;4;85;Comedy, Horror;;;
23668;A Feral World;en;22/09/2020;2.766;6.1;105;Drama, Horror, Science Fiction;;;
23669;Lensface;en;29/02/2020;0.6;0;81;Horror;;;
23670;Sleepless in Salamanca: Wildwood Sanitarium;en;28/02/2020;0.861;0;94;Documentary, Horror;;;
23671;CLAPTRAP;en;01/03/2020;0.6;0;0;Crime, Horror;;;
23672;King Night;en;01/01/2018;0.6;0;13;Drama, Horror;;;
23673;Silent Madness;en;06/09/2019;0.6;8;6;Horror;;;
23674;The Dark and the Wicked;en;29/10/2020;13.269;6;95;Drama, Horror, Mystery;;;
23675;O Cemitério das Almas Perdidas;pt;06/09/2020;1.576;6.9;94;Fantasy, Horror;;;
23676;Boys from County Hell;en;06/08/2021;3.77;5.3;88;Comedy, Horror;;;
23677;Exorcism at 60,000 Feet;en;09/08/2019;3.014;5.9;95;Comedy, Horror;;;
23678;Crawlers;en;06/03/2020;7.753;6.1;81;Comedy, Horror;;;
23679;The Love Story;ja;10/01/2006;0.6;0;12;Horror, Romance;;;
23680;Master;en;18/03/2022;7.213;5.4;98;Drama, Horror, Mystery, Thriller;;;
23681;Bridal Party Massacre;en;25/08/2011;0.6;1;30;Horror;;;
23682;Ninja: Prophecy of Death;en;21/07/2011;1.222;1;90;Action, Horror, Science Fiction;;;
23683;Soul Reaper;en;17/04/2019;1.592;2.7;88;Horror;;;
23684;Nobody Sleeps in the Woods Tonight;pl;13/03/2020;68.493;5.3;102;Horror, Thriller;;;
23685;Menussum;pt;06/03/2020;0.6;0;0;Comedy, Horror;;;
23686;O Chamado da Faculdade;pt;06/03/2020;0.6;0;5;Comedy, Horror;;;
23687;Meta Putz;pt;06/03/2020;0.6;0;13;Action, Comedy, Horror;;;
23688;Contrato Mortal;pt;06/03/2020;0.936;0;10;Comedy, Horror;;;
23689;Death Drop Gorgeous;en;10/09/2021;0.6;3.7;104;Comedy, Horror;;;
23690;Innocent Boy;en;24/01/2020;1.015;6.3;12;Horror, Western;;;
23691;Pride;en;06/03/2020;0.609;0;10;Horror;;;
23692;Shifter;en;06/03/2020;8.637;3.5;85;Horror, Science Fiction, Thriller;;;
23693;Upload;en;13/09/2019;3.779;0;5;Comedy, Horror;;;
23694;In a Dark, Dark Room;uk;26/03/2020;0.815;0;82;Horror;;;
23695;Cuckoo;en;16/07/2019;0.6;0;18;Drama, Horror, Thriller;;;
23696;Wolf of Vengeance;ja;08/10/2016;0.6;0;0;Horror;;;
23697;Shadow;cn;24/11/2001;0.6;0;89;Horror, Romance;;;
23698;It Cuts Deep;en;13/11/2020;1.37;4.8;77;Comedy, Horror;;;
23699;The 29th Night;fa;05/01/1989;0.84;0;119;Horror;;;
23700;Shelter;en;27/10/2015;0.6;0;6;Horror;;;
23701;Tales From Six Feet Under;en;15/04/2020;0.65;0;45;Horror;;;
23702;Be Careful What You Wish For;es;24/04/2020;26.742;6.5;91;Horror;;;
23703;The Carnivores;en;14/03/2020;1.899;3;77;Comedy, Drama, Horror, Mystery, Romance, Thriller;;;
23704;Santau Maut;ms;07/03/2020;0.6;0;96;Drama, Horror;;;
23705;Psycho Path;en;14/09/2019;0.6;5.8;11;Horror;;;
23706;Eden;en;27/10/2019;0.6;8.5;6;Horror;;;
23707;Foto;es;30/10/2011;0.6;0;8;Horror;;;
23708;The Haunting of Alcatraz;en;09/03/2020;2.812;6.3;86;Horror;;;
23709;Sunset on the River Styx;en;07/03/2020;0.991;6;94;Horror, Thriller;;;
23710;Arwah Tumbal Nyai: Part Tumbal;id;03/12/2020;0.6;0;87;Horror;;;
23711;Vale Light;en;15/06/2019;0.84;0;16;Horror;;;
23712;Killer Native;en;15/06/2019;0.884;6;19;Horror;;;
23713;Sweetie, You Won't Believe It;ru;05/03/2020;2.549;6.7;84;Comedy, Horror, Thriller;;;
23714;The Vicious;en;09/03/2019;0.674;5.6;13;Horror;;;
23715;The Last Thing Mary Saw;en;15/08/2021;5.106;5.8;88;Drama, Horror, Thriller;;;
23716;Blood Angel 2;en;01/04/2005;0.6;4;83;Horror, Thriller;;;
23717;The Living Dead;sr;01/01/2000;0.6;0;20;Drama, Horror;;;
23718;The Monsters;en;08/12/2019;0.6;10;5;Horror, Thriller;;;
23719;Offline Valley;es;12/01/2018;0.88;7;26;Comedy, Horror;;;
23720;Vô Diện Sát Nhân;vi;17/04/2020;0.6;0;0;Horror;;;
23721;The Distraction;en;27/02/2020;0.6;3;10;Documentary, Horror, Thriller;;;
23722;The Animator;en;01/01/2019;0.6;0;1;Animation, Horror;;;
23723;Disrupted;en;17/11/2020;2.281;6.4;95;Horror;;;
23724;Heza;te;12/12/2019;0.6;0;134;Horror, Music;;;
23725;Blood Hunters: Rise Of The Hybrids;en;09/11/2019;1.256;10;70;Action, Fantasy, Horror;;;
23726;AA-;pt;29/03/2019;1.345;3.2;0;Horror;;;
23727;Hiker;en;30/10/2015;0.6;0;92;Horror;;;
23728;The Collector;pt;13/10/2019;0.6;4.3;11;Drama, Horror, Thriller;;;
23729;They Are Here: The Real World of the Poltergeists;en;31/10/2007;0.655;0;31;Documentary, Horror;;;
23730;Under the Table;en;01/01/2011;0.6;0;12;Comedy, Horror, Thriller;;;
23731;SCP-096;en;10/03/2020;16.093;7;24;Horror, Science Fiction;;;
23732;Abominable;en;14/04/2020;2.334;3.8;72;Horror;;;
23733;The Wind Walker;en;24/04/2020;2.486;5;89;Adventure, Horror;;;
23734;Gift from the Abyss;en;14/10/2018;0.6;0;0;Horror;;;
23735;First Session;en;26/07/2020;0.6;0;5;Horror;;;
23736;Aswang: A Journey Into Myth;en;07/02/2008;0.6;0;81;Drama, Horror;;;
23737;Damned Rites;en;26/11/2019;0.6;0;84;Horror;;;
23738;Local Haunts;en;31/12/2022;1.243;0;0;Comedy, Drama, Horror, Romance;;;
23739;Swamp Witch;en;04/05/2012;0.6;0;103;Horror;;;
23740;Horror House;id;12/03/2015;0.6;0;82;Horror;;;
23741;Ghost Writer 2;id;21/07/2022;2.178;9;115;Comedy, Horror;;;
23742;No Way Out;en;02/04/2020;0.6;0;6;Horror;;;
23743;Tumbal Jailangkung;en;14/07/2011;0.6;0;84;Horror;;;
23744;Van Helsing vs The Vampires From College;en;21/10/2019;0.903;0;18;Action, Horror;;;
23745;Able;en;03/10/2008;0.6;0;72;Horror;;;
23746;Hantu Anak Rumah Prapanca;id;02/02/2014;0.6;0;85;Horror;;;
23747;Don't Let Them In;en;03/03/2020;1.737;5.8;81;Horror;;;
23748;The Room;fr;04/01/2017;0.6;0;9;Horror;;;
23749;Perverse Conclave;es;23/11/2011;0.6;0;0;Drama, Horror;;;
23750;Snakeskin;en;11/05/2020;0.6;0;18;Horror, Thriller;;;
23751;Pursuit Of A Jigsaw;en;01/01/2020;0.6;6.3;13;Drama, Horror;;;
23752;Reel 2;en;12/03/2020;0.994;2;104;Horror;;;
23753;Unknown Child;ja;17/04/1991;0.6;0;24;Drama, Horror;;;
23754;By Day's End;en;17/03/2020;2.231;4.3;74;Horror, Romance;;;
23755;Hollow Scream;en;31/08/2018;1.515;2;72;Horror, Science Fiction;;;
23756;Curse of the Bloody Voodoo Sockpuppet;en;14/03/2020;0.6;0;70;Horror;;;
23757;La Mamita;es;13/01/2020;0.6;3;14;Crime, Drama, Horror, Thriller;;;
23758;Violet;en;01/03/2020;0.6;6;86;Drama, Horror;;;
23759;Behind You;en;30/07/2020;2.034;4.7;86;Horror;;;
23760;Loving Alex;en;;;;;;;;
23761;Corona Zombies;en;10/04/2020;8.454;4.7;61;Comedy, Horror;;;
23762;Tot - Aber Glücklich;de;17/03/1998;0.6;0;54;Horror;;;
23763;Mushroom Melody - A Ballad In Rhythm Jeans;pl;28/05/2014;0.6;10;3;Horror, Music;;;
23764;Shortcut;en;25/09/2020;6.728;5.8;80;Adventure, Fantasy, Horror;;;
23765;Frostbite;en;19/06/2017;0.6;3;3;Horror;;;
23766;Vermin;en;01/01/2015;0.6;3.5;2;Horror;;;
23767;Squatters Last Rights;en;01/01/2019;0.6;0;8;Horror;;;
23768;Jiyû o te ni suru sono hi made;ja;02/02/2017;0.6;0;112;Horror, Thriller;;;
23769;My Blood;en;19/05/2019;0.6;5.7;17;Horror;;;
23770;Spirit Board: Doorway to Death;en;20/03/2020;0.6;0;13;Horror;;;
23771;Zombienation (Hail to the Führer);en;;;;;;;;
23772;What's Wrong with You?;de;18/07/2019;0.6;0;0;Horror;;;
23773;Imitation;en;05/03/2020;0.6;7.6;4;Action, Crime, Horror, Mystery, Science Fiction, Thriller;;;
23774;All Men Are Called Robert;fr;20/07/2010;0.6;5.7;6;Fantasy, Horror, Mystery;;;
23775;KNOCK KNOCK;en;31/08/2018;0.6;6.8;13;Drama, Horror;;;
23776;Drew Struzan: An Appreciation of An Artist;en;25/03/2008;0.6;6;8;Documentary, Horror;;;
23777;The Horror of It All: The Visual F/X of The Mist;en;25/03/2008;0.6;7;16;Documentary, Horror;;;
23778;Faith;es;27/01/2017;0.688;3.8;11;Horror;;;
23779;The Mist: Taming the Beast - The Making of Scene 35;en;25/03/2008;0.6;7;12;Documentary, Horror;;;
23780;Sin and Salvation: The Comic Book Origin of Ghost Rider;en;12/06/2007;0.622;2;46;Action, Documentary, Fantasy, Horror;;;
23781;The House at the End of the Forest;sv;23/03/2020;0.6;0;83;Horror;;;
23782;The Making of 'The Visit';en;05/01/2016;0.6;0;10;Documentary, Horror, Thriller;;;
23783;Hurt;en;10/11/2006;0.6;0;107;Horror;;;
23784;Doll House;en;23/03/2020;2.276;5.1;0;Drama, Horror, Thriller;;;
23785;Visions of 'The Happening';en;07/10/2008;1.779;0;12;Documentary, Horror;;;
23786;The Happening: A Day for Night;en;07/10/2008;2.204;0;7;Documentary, Horror;;;
23787;Deconstructing 'The Village';en;11/01/2005;0.931;4.7;25;Documentary, Drama, Horror;;;
23788;Laugh Till You Die;en;03/02/2020;0.6;0;9;Horror;;;
23789;The Chair;en;02/06/2018;0.6;0;0;Horror;;;
23790;Trancado por Dentro;pt;18/01/1989;0.68;6;14;Horror, Thriller;;;
23791;Todesvisionen - Geisterstunde;de;01/04/1989;0.6;0;93;Horror;;;
23792;Watched;en;24/03/2020;0.6;6;3;Horror, Mystery;;;
23793;LILAC;fr;07/08/2019;0.6;0;10;Horror, Thriller;;;
23794;666: Cin Musallatı;tr;05/05/2017;0.6;0;0;Horror;;;
23795;Eyes Wide Open;en;01/06/2015;0.6;0;7;Comedy, Horror;;;
23796;Joe Stryker;en;16/11/2019;0.6;0;93;Action, Comedy, Crime, Horror;;;
23797;Cabal;en;24/03/2020;1.328;3;78;Action, Horror;;;
23798;The Dinner Party;en;29/05/2020;4.672;4.4;116;Horror, Thriller;;;
23799;Şeytan Oyunu;en;28/03/2019;0.6;0;0;Horror;;;
23800;Obscure;pt;30/10/2020;0.6;10;24;Horror, Romance;;;
23801;Rood;en;11/02/2021;0.6;0;7;Horror;;;
23802;Belgian Psycho;fr;07/04/2012;0.6;0;9;Comedy, Fantasy, Horror, Thriller;;;
23803;Zombie Rampage 2;en;25/02/2020;0.6;2;73;Horror;;;
23804;The Slaughterhouse Killer;en;26/09/2020;2.333;4;77;Horror;;;
23805;Angriff aus dem Schatten;de;31/10/2006;0.6;0;25;Horror;;;
23806;Angriff aus dem Schatten 2;de;;;;;;;;
23807;Bier-Zombies;de;22/05/2005;0.6;0;14;Horror;;;
23808;Portae Infernales;de;05/10/2019;0.6;2.5;0;Horror;;;
23809;I didn't pay rent;en;01/02/2017;0.6;0;11;Comedy, Crime, Drama, Fantasy, Horror, Thriller;;;
23810;R.P.P.;en;18/11/2017;0.6;0;25;Comedy, Horror;;;
23811;Glass Cabin;en;30/10/2019;0.6;5.3;14;Crime, Horror, Thriller;;;
23812;Gotas;es;12/12/2019;0.6;7;15;Drama, Horror, Thriller;;;
23813;Jane's Hotel;en;22/03/2019;0.6;0;25;Horror;;;
23814;Pooka Lives!;en;03/04/2020;4.11;5.8;80;Comedy, Horror, TV Movie;;;
23815;The Newtown Insanity Massacre;de;04/06/2004;0.6;0;50;Horror;;;
23816;Jesus I Was Evil;en;03/03/2020;0.6;0;82;Comedy, Horror;;;
23817;Security Anthem;en;31/01/2003;0.6;0;3;Horror;;;
23818;Family Man;en;19/06/2008;1.242;4.6;42;Horror, TV Movie;;;
23819;Buttonwillow;en;11/06/2019;0.884;5;6;Comedy, Horror;;;
23820;In Sickness and in Health;en;26/06/2008;0.6;3.6;42;Horror, TV Movie;;;
23821;Blood Rites of the Vampyr;en;20/03/2020;0.6;0;69;Horror;;;
23822;Abigail Haunting;en;10/08/2020;6.028;6.5;85;Horror;;;
23823;Thanatology;es;21/10/2013;0.6;6;14;Horror;;;
23824;The Ridges;en;15/10/2011;0.6;0;89;Drama, Horror, Thriller;;;
23825;Black Shuck;en;12/10/2012;0.6;0;90;Horror;;;
23826;End Roll;it;26/06/2012;0.6;2.5;72;Horror, Mystery, Thriller;;;
23827;Traficantes de órganos humanos: Los ayudantes de satanás;es;17/05/2012;0.6;6;86;Horror, Thriller;;;
23828;The 4bidden Fables;en;04/10/2014;1.11;6.2;92;Fantasy, Horror, Mystery, Thriller;;;
23829;Mania;nl;01/07/2019;0.6;0;8;Horror;;;
23830;The Door in the Woods;en;26/10/2018;0.6;6.6;15;Horror;;;
23831;New Year's Day;en;17/07/2008;0.6;4.2;42;Horror, TV Movie;;;
23832;Miss Annity;en;18/10/2019;0.6;6.2;22;Horror;;;
23833;Journey Through the Night;en;01/01/2000;0.6;0;10;Animation, Drama, Horror;;;
23834;The Innocent;en;16/11/2018;0.6;0;4;Horror;;;
23835;Limp;en;25/09/2019;0.6;0;10;Horror;;;
23836;Nemosu Idol Sosenkyo Battle;ja;03/08/2011;0.617;0;70;Crime, Horror, Thriller;;;
23837;Coagula;pt;27/08/2005;0.6;0;0;Horror;;;
23838;Space;en;31/03/2020;1.581;5.6;93;Action, Horror, Science Fiction;;;
23839;Room 441;en;14/02/2020;1.26;2;84;Horror;;;
23840;The Truth;en;09/02/2020;0.96;0;104;Horror, Mystery;;;
23841;Community;en;24/07/2008;0.833;6;42;Horror, TV Movie;;;
23842;Jezebel;en;22/01/2017;0.6;7;11;Horror;;;
23843;GARO: Ashura;ja;01/07/2016;0.808;0;24;Action, Fantasy, Horror;;;
23844;Carrion;en;31/03/2020;1.361;3.2;72;Horror;;;
23845;Another Game;en;01/10/2017;0.6;6;9;Horror, Thriller;;;
23846;French Blood 1 - Mr. Pig;fr;13/03/2020;0.895;5.6;81;Horror;;;
23847;A-Symmetry;en;23/01/2019;0.6;3;13;Horror;;;
23848;The Doe;en;15/03/2020;0.6;6;18;Horror;;;
23849;The Curse of Audrey Earnshaw;en;08/04/2021;2.71;4.7;93;Drama, Horror;;;
23850;Vajramukhi;kn;02/08/2019;0.6;0;106;Drama, Horror;;;
23851;Aatakkuntu Lekkakkilla;kn;27/09/2019;0.6;0;124;Drama, Horror;;;
23852;Frigid;en;01/01/2016;0.6;0;14;Horror, Thriller;;;
23853;UpsideDown;no;13/10/2014;0.6;0;10;Horror;;;
23854;Monitor;en;31/10/2018;0.6;6;8;Horror;;;
23855;A Handful of Dust;en;06/02/2019;0.6;6;18;Drama, Horror, Thriller;;;
23856;The Perfect Taxi Driver;es;01/01/2000;0.6;0;13;Fantasy, Horror;;;
23857;Wicked!;en;01/04/2001;0.6;0;90;Animation, Horror;;;
23858;Last House on CCTV;en;11/04/2021;0.6;0;12;Drama, Horror, Thriller;;;
23859;Tales for the Campfire 3;en;06/03/2020;0.6;0;0;Horror;;;
23860;Ándale!;pt;21/03/2017;0.878;5;4;Horror;;;
23861;Brasil 2020;pt;20/04/2019;0.6;5;7;Horror;;;
23862;A Noiva do Turvo;pt;09/10/2018;0.6;0;4;Horror;;;
23863;Resurrection Corporation;it;17/09/2021;0.6;7;0;Animation, Comedy, Horror;;;
23864;Girl In The Basement;en;13/11/2015;0.618;0;35;Horror;;;
23865;Sentuhan Binal Iblis;id;25/01/2020;0.6;0;16;Horror, Thriller;;;
23866;Pináculo da Miséria;pt;10/11/2007;0.6;0;0;Drama, Horror;;;
23867;Hotel;es;17/11/2012;0.6;0;12;Horror, Science Fiction;;;
23868;The Burning Baby;en;01/03/2020;0.6;0;95;Horror;;;
23869;Hotel Infierno;es;31/10/2015;0.6;2;0;Drama, Horror;;;
23870;Dabbe 7: El-Nazar;tr;05/10/2016;0.979;10;172;Horror;;;
23871;Blanket;pt;06/06/2014;0.6;4;0;Horror, Thriller;;;
23872;Slicer;xx;08/09/2016;0.6;0;4;Crime, Horror;;;
23873;Shadowed;en;02/04/2020;1.283;6.7;3;Horror;;;
23874;The Halloween Girl;en;01/10/2015;0.6;0;19;Drama, Horror;;;
23875;Carnival of Gore;en;26/07/2020;0.6;0;82;Horror;;;
23876;Ella;en;03/06/2011;0.653;8;9;Horror;;;
23877;Wild;en;26/10/2018;0.6;8;17;Horror;;;
23878;Eva of the Succubi;en;01/01/2012;0.6;0;0;Horror;;;
23879;VAMPIN';en;20/04/2020;0.6;0;10;Comedy, Horror;;;
23880;All You Can Carry;en;01/01/2018;0.6;7;11;Horror;;;
23881;The Spookies;en;31/12/2017;1.482;0;88;Fantasy, Horror;;;
23882;Wicca Book;en;25/02/2020;0.6;0;22;Horror;;;
23883;15 Murders: Inside the Mind of a Serial Killer;en;01/10/2011;0.6;4;116;Horror, Thriller;;;
23884;Laura Hasn't Slept;en;25/03/2020;2.363;6;11;Horror;;;
23885;Detroit Driller Killer;en;25/03/2020;0.998;2;71;Horror;;;
23886;Scare Me;en;22/03/2020;1.088;4.4;107;Horror;;;
23887;Hello, Mr. Vampire;zh;08/07/2016;0.6;8;65;Action, Fantasy, Horror, Romance;;;
23888;Kafir Cuhenna Cin Kabilesi;tr;25/05/2018;0.6;0;0;Horror;;;
23889;Filho da Lua;pt;20/10/2018;0.6;0;0;Horror;;;
23890;In the Back;en;28/02/2012;0.6;0;6;Horror;;;
23891;The Spirits of Malvern;en;10/10/2018;0.6;0;64;Horror;;;
23892;The Watchers: The Beginning of Sorrows;en;01/01/2016;0.84;0;50;Horror;;;
23893;Cursed One-Piece;ja;25/08/1992;2.849;10;23;Animation, Horror, Romance, TV Movie;;;
23894;The Desert Stalker;en;18/10/2019;0.6;0;69;Horror;;;
23895;Stop;no;01/01/1999;0.6;0;9;Horror;;;
23896;Fright Night;zh;03/06/2016;0.6;0;88;Horror;;;
23897;Italy Possessed: A Brief History of Exorcist Rip-Offs;en;30/03/2020;0.6;0;88;Documentary, Horror;;;
23898;Beauty Is in the Details;en;27/12/2018;0.6;0;0;Horror;;;
23899;Just the Tip;en;27/12/2018;0.6;0;0;Horror;;;
23900;Last Number Dialled;en;27/12/2018;0.6;0;0;Horror;;;
23901;Emoticon;en;27/12/2018;0.6;0;0;Horror;;;
23902;Aquaphobia;en;27/12/2018;0.6;0;1;Horror;;;
23903;The Deli-Very;en;27/12/2018;0.6;0;0;Horror;;;
23904;The Crows of Culver;en;27/12/2018;0.6;0;0;Horror;;;
23905;Psycho Messenger;en;27/12/2018;0.6;0;0;Horror;;;
23906;CPR;en;27/12/2018;0.6;0;0;Horror;;;
23907;Broken Heart;en;27/12/2018;0.6;0;0;Horror;;;
23908;Good Enough: Making Shadowed;en;05/04/2020;1.194;7.5;18;Documentary, Horror;;;
23909;Bloodyback;en;27/06/2019;0.6;7;33;Action, History, Horror;;;
23910;The Witches of Essex;en;01/01/2018;0.6;0;103;Documentary, Horror;;;
23911;Church of the Dead;en;01/01/2019;1.212;0;112;Documentary, Horror;;;
23912;My Heart Can't Beat Unless You Tell It To;en;13/10/2020;3.214;6.2;89;Drama, Horror;;;
23913;Tyfelstei;de;08/04/2014;0.6;0;108;Horror, Mystery;;;
23914;Pulseless;en;28/02/2011;0.6;0;24;Comedy, Horror;;;
23915;Unemployed Clown at Home;en;01/04/2020;0.609;0;12;Horror, Music;;;
